qc_id,objectid_1,join_count,target_fid,objectid,layer,name,elev,invert_el,max_depth,uwagi,id_well,uwagi2,uwagi22,id,h_m,uwagi3,elevk,invert_elk,gid,icon_url
"60","65","1","64",65,właz okrągły - siec kanalizacyjna (punkt),K48,233.02,230.85,"0",,"65",,,"65",2.17,,232.99,230.83,"13161",./0.png
"61","66","1","65",66,właz okrągły - siec kanalizacyjna (punkt),K49,233.2,230.7,"0",,"66",,,"66",2.5,,233.17,230.67,"13159",./0.png
"62","67","1","66",67,właz okrągły - siec kanalizacyjna (punkt),K50,233.42,230.46,"0",,"67",,,"67",2.96,,233.41,230.35,"13158",./0.png
"63","68","1","67",68,właz okrągły - siec kanalizacyjna (punkt),K56,236.25,234.41,"0",,"68",,,"68",1.84,,236.31,234.48,"24959",./0.png
"64","69","1","68",69,właz okrągły - siec kanalizacyjna (punkt),K55,236.36,234.27,"0",,"69",,,"69",2.09,,236.35,234.26,"24958",./0.png
"65","70","1","69",70,właz okrągły - siec kanalizacyjna (punkt),K54,235.93,233.99,"0",,"70",,,"70",1.94,,235.97,234,"24957",./0.png
"66","71","1","70",71,właz okrągły - siec kanalizacyjna (punkt),K53,235.68,233.73,"0",,"71",,,"71",1.95,,235.74,233.74,"24968",./0.png
"67","73","1","72",73,właz okrągły - siec kanalizacyjna (punkt),K51A,235.25,233.42,"0",,"73",,,"73",1.83,,235.29,233.39,"24955",./0.png
"68","74","1","73",74,właz okrągły - siec kanalizacyjna (punkt),KD21,216.78,215.63,"0",,"74",,,"74",1.15,,0,0,"126591",./0.png
"69","75","1","74",75,właz okrągły - siec kanalizacyjna (punkt),K128,216.98,215.85,"0",,"75",,,"75",1.13,,0,0,"126590",./0.png
"70","76","1","75",76,właz okrągły - siec kanalizacyjna (punkt),K129,215.97,214.33,"0",,"76",,,"76",1.64,,0,0,"126587",./0.png
"71","77","1","76",77,właz okrągły - siec kanalizacyjna (punkt),K169,221.04,218.78,"0",,"77",,,"77",2.26,,221,218.79,"16119",./0.png
"72","78","1","77",78,właz okrągły - siec kanalizacyjna (punkt),K170,220.34,218.48,"0",,"78",,,"78",1.86,,220.35,218.49,"16136",./0.png
"73","79","1","78",79,właz okrągły - siec kanalizacyjna (punkt),K138,217.96,215.62,"0",,"79",,,"79",2.34,,217.94,215.62,"16134",./0.png
"74","80","1","79",80,właz okrągły - siec kanalizacyjna (punkt),K137,217.6,215.49,"0",,"80",,,"80",2.11,,217.59,215.51,"16133",./0.png
"75","81","1","80",81,właz okrągły - siec kanalizacyjna (punkt),K136,217.77,214.88,"0",,"81",,,"81",2.89,,217.77,214.9,"16132",./0.png
"76","82","1","81",82,właz okrągły - siec kanalizacyjna (punkt),K132,215.29,213.8,"0",,"82",,,"82",1.49,,0,0,"21048",./0.png
"77","84","1","83",84,właz okrągły - siec kanalizacyjna (punkt),K133,215.35,212.98,"0",,"84",,,"84",2.37,,0,0,"21049",./0.png
"78","85","1","84",85,właz okrągły - siec kanalizacyjna (punkt),K135,215.62,214.04,"0",,"85",,,"85",1.58,,0,0,"21053",./0.png
"79","86","1","85",86,właz okrągły - siec kanalizacyjna (punkt),K139,216.55,214.7,"0",dane archiwalne,"86",+nie odnaleziono + dane archiwalne,,"86",1.85,,0,0,"21052",./0.png
"80","87","1","86",87,właz okrągły - siec kanalizacyjna (punkt),K140,217.45,215.54,"0",,"87",,,"87",1.91,,0,0,"21050",./0.png
"81","88","1","87",88,właz okrągły - siec kanalizacyjna (punkt),K141,218.22,216.37,"0",,"88",,,"88",1.85,,0,0,"21051",./0.png
"82","89","1","88",89,właz okrągły - siec kanalizacyjna (punkt),K142,218.74,216.98,"0",,"89",+nie odnaleziono,,"89",1.76,,,,,./0.png
"83","90","1","89",90,właz okrągły - siec kanalizacyjna (punkt),K143,218.71,217.08,"0",,"90",+nie odnaleziono,,"90",1.63,,0,0,"25169",./0.png
"84","91","1","90",91,właz okrągły - siec kanalizacyjna (punkt),K29A,219.05,217.47,"0",,"91",,,"91",1.58,,0,0,"25170",./0.png
"85","92","1","91",92,właz okrągły - siec kanalizacyjna (punkt),K146,219.54,218,"0",,"92",,,"92",1.54,,0,0,"25172",./0.png
"86","94","1","93",94,właz okrągły - siec kanalizacyjna (punkt),K145,219.41,217.88,"0",,"94",,,"94",1.53,,0,0,"25171",./0.png
"87","95","1","94",95,właz okrągły - siec kanalizacyjna (punkt),K149,220.47,219.26,"0",,"95",,,"95",1.21,,0,0,"25175",./0.png
"88","96","1","95",96,właz okrągły - siec kanalizacyjna (punkt),K148,220.17,218.89,"0",,"96",,,"96",1.28,,0,0,"25174",./0.png
"89","97","1","96",97,właz okrągły - siec kanalizacyjna (punkt),K147,219.88,218.51,"0",,"97",,,"97",1.37,,0,0,"25173",./0.png
"90","98","1","97",98,właz okrągły - siec kanalizacyjna (punkt),K154,222.04,220.58,"0",,"98",,,"98",1.46,,0,0,"129615",./0.png
"91","99","1","98",99,właz okrągły - siec kanalizacyjna (punkt),K153,221.75,220.3,"0",,"99",,,"99",1.45,,0,0,"129616",./0.png
"92","100","1","99",100,właz okrągły - siec kanalizacyjna (punkt),K152,221.38,220.05,"0",,"100",,,"100",1.33,,0,0,"129617",./0.png
"93","101","1","100",101,właz okrągły - siec kanalizacyjna (punkt),K151,221.24,219.92,"0",,"101",,,"101",1.32,,0,0,"129618",./0.png
"94","102","1","101",102,właz okrągły - siec kanalizacyjna (punkt),K150,220.68,219.46,"0",,"102",,,"102",1.22,,0,0,"129619",./0.png
"95","103","1","102",103,właz okrągły - siec kanalizacyjna (punkt),K156,222.33,220.52,"0",,"103",,,"103",1.81,,222.3,220.53,"16131",./0.png
"96","104","1","103",104,właz okrągły - siec kanalizacyjna (punkt),K167,221.81,219.86,"0",,"104",,,"104",1.95,,221.78,219.86,"16130",./0.png
"97","105","1","104",105,właz okrągły - siec kanalizacyjna (punkt),K155,221.57,219.73,"0",,"105",,,"105",1.84,,221.54,219.68,"16117",./0.png
"98","106","1","105",106,właz okrągły - siec kanalizacyjna (punkt),K154A,221.18,219.43,"0",,"106",,,"106",1.75,,221.16,219.41,"16118",./0.png
"99","107","1","106",107,właz okrągły - siec kanalizacyjna (punkt),K157,226.22,224.16,"0",,"107",,,"107",2.06,,226.16,224.15,"16094",./0.png
"132","140","1","139",140,właz okrągły - siec kanalizacyjna (punkt),K42,228.24,224.92,"0",,"140",,,"140",3.32,PRZESUNIETO,,,,./0.png
"100","108","1","107",108,właz okrągły - siec kanalizacyjna (punkt),K158,225.89,223.83,"0",,"108",,Ujemna głębokość,"108",-3.94,POPRAWIONO invert_el,225.75,223.8,"16095",./0.png
"101","109","1","108",109,właz okrągły - siec kanalizacyjna (punkt),K159,225.54,223.57,"0",,"109",,,"109",1.97,,225.43,223.57,"16096",./0.png
"102","110","1","109",110,właz okrągły - siec kanalizacyjna (punkt),K160,225.22,223.22,"0",,"110",,,"110",2,,225.16,223.17,"16097",./0.png
"103","111","1","110",111,właz okrągły - siec kanalizacyjna (punkt),K161,224.58,222.59,"0",,"111",,,"111",1.99,,224.52,222.57,"16099",./0.png
"104","112","1","111",112,właz okrągły - siec kanalizacyjna (punkt),K162,224.04,221.98,"0",,"112",,,"112",2.06,,223.96,221.96,"16101",./0.png
"105","113","1","112",113,właz okrągły - siec kanalizacyjna (punkt),K163,223.38,221.67,"0",,"113",,,"113",1.71,,223.39,221.69,"16102",./0.png
"106","114","1","113",114,właz okrągły - siec kanalizacyjna (punkt),K164,222.95,221.45,"0",,"114",,,"114",1.5,,222.88,221.44,"16103",./0.png
"107","115","1","114",115,właz okrągły - siec kanalizacyjna (punkt),K165,222.3,220.53,"0",,"115",,,"115",1.77,,222.19,220.48,"16104",./0.png
"108","116","1","115",116,właz okrągły - siec kanalizacyjna (punkt),K166,222.11,220.29,"0",,"116",,,"116",1.82,,222.04,220.26,"16105",./0.png
"109","117","1","116",117,właz okrągły - siec kanalizacyjna (punkt),K188,224.78,223.05,"0",,"117",,,"117",1.73,,224.71,223,"21543",./0.png
"110","118","1","117",118,właz okrągły - siec kanalizacyjna (punkt),K187,224.13,222.62,"0",,"118",,,"118",1.51,,224.19,222.61,"16116",./0.png
"111","119","1","118",119,właz okrągły - siec kanalizacyjna (punkt),K186,223.42,222.17,"0",,"119",,,"119",1.25,,223.38,222.11,"16115",./0.png
